pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url,file_name
PR_kwDOA8bm_84-uUsW,Fix numbered list,MERGED,2022-09-10T21:01:50Z,2022-09-20T17:19:39Z,2022-09-20T17:19:39Z,2022-09-20T17:19:39Z,ozguzMete,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/229,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85AISHP,Remove cBioPortal Dependency,MERGED,2022-10-04T12:00:36Z,2022-12-05T16:23:10Z,2022-12-05T16:23:10Z,2022-12-05T16:23:10Z,Luke-Sikina,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/230,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85AlZqe,Update documentation,MERGED,2022-10-11T16:09:14Z,2023-08-08T21:43:25Z,2023-08-08T21:43:25Z,2023-08-08T21:43:25Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/231,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85C0Fk4,Support not removing matching bases and sticking with original input,MERGED,2022-11-14T08:16:15Z,2022-12-12T20:59:02Z,2022-12-12T20:41:24Z,2022-12-12T20:41:24Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/233,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85D-5mN,whitespace,OPEN,2022-11-30T15:58:13Z,2022-11-30T15:58:13Z,,,Luke-Sikina,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/234,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85EYeRO,cBioPortal v5.2.0,MERGED,2022-12-05T19:32:09Z,2022-12-05T21:26:21Z,2022-12-05T21:26:21Z,2022-12-05T21:26:21Z,dippindots,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/235,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85E1ArA,Update to use new InfoController/Version Schema,MERGED,2022-12-08T20:19:31Z,2023-02-10T22:01:31Z,2022-12-12T21:51:24Z,2022-12-12T21:51:24Z,averyniceday,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/236,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85Jkkll,Fix logback conflict,MERGED,2023-02-09T00:17:55Z,2023-02-13T15:41:37Z,2023-02-13T15:41:37Z,2023-02-13T15:41:37Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/239,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85JwAPJ,Update cbioportal dependency,MERGED,2023-02-10T21:59:26Z,2023-02-13T15:46:58Z,2023-02-10T22:09:58Z,2023-02-10T22:09:58Z,callachennault,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/240,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85Konq2,Add mvn-external-version,MERGED,2023-02-23T19:11:00Z,2023-02-23T20:40:54Z,2023-02-23T20:40:53Z,2023-02-23T20:40:53Z,inodb,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/241,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85KpjS1,Add client version as subcommand,MERGED,2023-02-23T23:38:53Z,2023-07-31T17:52:43Z,2023-07-31T17:52:43Z,2023-07-31T17:52:43Z,inodb,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/242,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85QOHoO,Fix log4j configuration in docker ,MERGED,2023-05-10T18:31:50Z,2023-06-09T06:18:56Z,2023-06-09T06:18:56Z,2023-06-09T06:18:56Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/245,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85RLktv,Bump sqlite-jdbc from 3.34.0 to 3.41.2.2,OPEN,2023-05-23T20:14:24Z,2023-07-31T17:52:47Z,,,dependabot,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/246,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85U9mgH,Bump h2 from 1.3.156 to 2.2.220,OPEN,2023-07-07T21:16:55Z,2023-08-08T19:01:00Z,,,dependabot,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/249,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85W1Pop,Change ENTRYPOINT to CMD for run flexibility,MERGED,2023-07-31T18:25:08Z,2023-07-31T19:00:05Z,2023-07-31T18:51:08Z,2023-07-31T18:51:08Z,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/250,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85W1jdz,Add server version to version sub command,MERGED,2023-07-31T19:33:44Z,2023-07-31T21:37:31Z,2023-07-31T21:37:30Z,2023-07-31T21:37:30Z,inodb,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/251,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85W17-2,Add support for oncokb annotation,MERGED,2023-07-31T20:40:45Z,2023-08-08T19:00:56Z,2023-08-08T19:00:55Z,2023-08-08T19:00:55Z,sivkovic,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/252,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85W2FRr,Add procps for ps command,MERGED,2023-07-31T21:15:48Z,2023-07-31T21:38:36Z,2023-07-31T21:38:36Z,2023-07-31T21:38:36Z,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/253,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85YGWkT,Fix unsupported enrichment fields in query,MERGED,2023-08-16T20:51:37Z,2023-08-17T16:16:39Z,2023-08-17T16:16:39Z,2023-08-17T16:16:39Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/256,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85Zti7N,Update README,CLOSED,2023-09-06T18:35:44Z,2023-09-06T18:38:01Z,2023-09-06T18:38:01Z,,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/261,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85ZvC5S,Turn on replace-symbol-entrez by default,MERGED,2023-09-07T02:09:22Z,2023-09-19T15:44:25Z,2023-09-19T15:44:25Z,2023-09-19T15:44:25Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/263,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85ZznH3,Revert docker image back to executable form to maintain old usage.,MERGED,2023-09-07T17:49:04Z,2023-09-07T17:55:12Z,2023-09-07T17:55:12Z,2023-09-07T17:55:11Z,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/264,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85aTGAz,Add '-n' note column in maf and error message into error report,MERGED,2023-09-14T05:35:33Z,2023-09-25T14:30:17Z,2023-09-25T14:28:37Z,2023-09-25T14:28:37Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/265,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85b66lM,Java11 updates,MERGED,2023-10-04T16:25:47Z,2024-01-25T17:56:23Z,2023-10-11T20:48:28Z,2023-10-11T20:48:28Z,callachennault,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/267,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85eZT1U,Fix typo in README.md,MERGED,2023-11-02T05:30:34Z,2024-04-30T19:03:33Z,2024-04-30T19:03:32Z,2024-04-30T19:03:32Z,kojix2,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/269,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85jnEsr,Return non-zero exit code when annotation pipeline fails,MERGED,2024-01-09T18:58:48Z,2024-02-05T15:43:37Z,2024-02-05T15:43:37Z,2024-02-05T15:43:37Z,jamesqo,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/270,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85lHNvz,Upgrade to java 21,MERGED,2024-01-25T22:47:25Z,2024-03-22T03:53:57Z,2024-03-22T03:53:34Z,2024-03-22T03:53:34Z,mandawilson,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/272,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85luV2k,Add grch38 usage document,MERGED,2024-02-01T16:39:55Z,2024-02-01T16:49:26Z,2024-02-01T16:49:26Z,2024-02-01T16:49:26Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/273,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85uSbWr,Docker image improvements,MERGED,2024-05-01T20:58:59Z,2024-05-10T14:26:49Z,2024-05-10T14:26:49Z,2024-05-10T14:26:49Z,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/279,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85yuBcg,Add gnap wrapper for docker build,CLOSED,2024-06-17T17:05:06Z,2024-06-17T17:42:53Z,2024-06-17T17:42:53Z,,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/280,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85yuQXk,Readd docker gnap wrapper,MERGED,2024-06-17T17:41:45Z,2024-07-09T18:13:19Z,2024-07-09T18:13:19Z,2024-07-09T18:13:18Z,hweej,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/281,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85zi0kl,Add consequence for IGR variants,MERGED,2024-06-25T20:01:33Z,2024-10-11T21:06:26Z,2024-10-11T21:06:26Z,2024-10-11T21:06:26Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/282,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_853-TOk,add alphaMissense Annotation,OPEN,2024-08-09T17:51:40Z,2024-08-26T19:48:46Z,,,JunheZoooo,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/284,genome-nexus++genome-nexus-annotation-pipeline.csv
PR_kwDOA8bm_85-GB3S,Add mutation assessor v4 columns,MERGED,2024-10-09T14:56:28Z,2024-10-10T20:45:56Z,2024-10-10T20:45:56Z,2024-10-10T20:45:56Z,leexgh,https://github.com/genome-nexus/genome-nexus-annotation-pipeline/pull/285,genome-nexus++genome-nexus-annotation-pipeline.csv
MDExOlB1bGxSZXF1ZXN0MzI0Mzc3MDE=,add DOCM file,MERGED,2015-04-01T16:49:35Z,2015-05-18T20:50:15Z,2015-04-01T23:03:05Z,2015-04-01T23:03:04Z,gatoravi,https://github.com/genome-vendor/genome-db-tgi-cancer-annotation-data/pull/1,genome-vendor++genome-db-tgi-cancer-annotation-data.csv
MDExOlB1bGxSZXF1ZXN0NjczMjk1NQ==,Updated web page,MERGED,2013-07-04T14:32:06Z,2014-07-30T14:57:48Z,2013-07-04T14:33:28Z,2013-07-04T14:33:28Z,satta,https://github.com/genometools/genometools/pull/1,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjczNDI1Mw==,README.md skeleton,MERGED,2013-07-04T15:31:32Z,2014-07-28T16:31:29Z,2013-07-04T15:34:09Z,2013-07-04T15:34:09Z,gordon,https://github.com/genometools/genometools/pull/2,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjczNDc2OA==,Added documentation,MERGED,2013-07-04T15:56:49Z,2014-07-30T02:18:49Z,2013-07-04T16:05:15Z,2013-07-04T16:05:15Z,satta,https://github.com/genometools/genometools/pull/3,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjczNTIxMw==,README.md: explain contribution process in more detail,MERGED,2013-07-04T16:22:30Z,2013-09-25T15:38:14Z,2013-07-04T16:31:02Z,2013-07-04T16:31:02Z,gordon,https://github.com/genometools/genometools/pull/4,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjczNjY2Mg==,add gthbssmbuild to dev tools,MERGED,2013-07-04T18:22:08Z,2013-07-08T09:37:08Z,2013-07-04T19:00:54Z,2013-07-04T19:00:54Z,gordon,https://github.com/genometools/genometools/pull/5,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc0NzEwNA==,Update issue tracker and code browser links.,MERGED,2013-07-05T12:15:04Z,2013-09-18T20:40:45Z,2013-07-05T13:51:42Z,2013-07-05T13:51:42Z,satta,https://github.com/genometools/genometools/pull/6,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc2NjY2Mw==,Gthbssm,MERGED,2013-07-07T19:03:20Z,2014-10-28T16:27:11Z,2013-07-08T19:52:03Z,2013-07-08T19:52:03Z,gordon,https://github.com/genometools/genometools/pull/7,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc3NzYyNQ==,Editops,CLOSED,2013-07-08T13:25:42Z,2013-07-09T14:19:00Z,2013-07-08T13:40:24Z,,Garonenur,https://github.com/genometools/genometools/pull/9,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc3ODIxNg==,Editops,MERGED,2013-07-08T13:49:37Z,2014-06-18T03:47:47Z,2013-07-08T16:56:04Z,2013-07-08T16:56:03Z,Garonenur,https://github.com/genometools/genometools/pull/10,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc3OTAxOA==,refactor of GtSeqabstract,MERGED,2013-07-08T14:19:40Z,2014-07-03T16:25:28Z,2013-07-09T10:38:12Z,2013-07-09T10:38:12Z,Garonenur,https://github.com/genometools/genometools/pull/11,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njc4NDUxNg==,rename development process related stuff,MERGED,2013-07-08T17:41:37Z,2014-10-28T16:27:14Z,2013-07-08T19:55:28Z,2013-07-08T19:55:28Z,gordon,https://github.com/genometools/genometools/pull/12,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgwNjcwNA==,fix floating point problems in hmm class,CLOSED,2013-07-09T13:57:13Z,2013-07-10T14:38:41Z,2013-07-09T14:01:45Z,,Garonenur,https://github.com/genometools/genometools/pull/15,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgwNjgyMQ==,First attempt at an improved API for getting sequence ranges,MERGED,2013-07-09T14:00:59Z,2014-07-02T21:07:18Z,2013-07-09T14:15:54Z,2013-07-09T14:15:54Z,standage,https://github.com/genometools/genometools/pull/16,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgwNzM5OQ==,Hmm 32bit,CLOSED,2013-07-09T14:20:20Z,2014-07-09T10:19:18Z,2013-07-09T16:35:07Z,,Garonenur,https://github.com/genometools/genometools/pull/17,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgwODgzNQ==,add `gt_feature_index_get_orig_range_for_seqid()`,MERGED,2013-07-09T15:06:01Z,2014-07-02T05:51:00Z,2013-07-09T20:13:27Z,2013-07-09T20:13:27Z,satta,https://github.com/genometools/genometools/pull/18,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgxOTI5OA==,Travis,MERGED,2013-07-09T21:21:58Z,2014-06-18T12:09:49Z,2013-07-10T11:35:59Z,2013-07-10T11:35:59Z,Garonenur,https://github.com/genometools/genometools/pull/21,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgxOTUzMw==,Hmm 32bit,MERGED,2013-07-09T21:30:01Z,2013-07-10T14:38:41Z,2013-07-10T11:52:39Z,2013-07-10T11:52:39Z,Garonenur,https://github.com/genometools/genometools/pull/22,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjgzNjYxMg==,add backtracking to xdrop class,MERGED,2013-07-10T14:45:11Z,2013-08-28T08:26:45Z,2013-07-10T19:07:40Z,2013-07-10T19:07:40Z,Garonenur,https://github.com/genometools/genometools/pull/23,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njg0NDg0Mg==,finish move to github (remove gitweb script and fix links),MERGED,2013-07-10T19:26:40Z,2014-07-26T03:50:33Z,2013-07-11T00:23:53Z,2013-07-11T00:23:53Z,gordon,https://github.com/genometools/genometools/pull/24,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njg2Mjg1Nw==,bug fix in tool.conf,MERGED,2013-07-11T12:56:22Z,2013-09-25T15:38:14Z,2013-07-11T14:38:23Z,2013-07-11T14:38:23Z,gordon,https://github.com/genometools/genometools/pull/25,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njg2NjczNg==,"change behaviour of gt_feature_node_remove_leaf(), add to API",MERGED,2013-07-11T15:14:39Z,2014-07-02T16:23:59Z,2013-07-12T10:09:31Z,2013-07-12T10:09:31Z,satta,https://github.com/genometools/genometools/pull/26,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njg2ODIyMg==,fix logic error in seqabstract,MERGED,2013-07-11T15:59:11Z,2013-08-28T08:26:45Z,2013-07-12T10:09:43Z,2013-07-12T10:09:43Z,Garonenur,https://github.com/genometools/genometools/pull/27,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjkxOTY4MQ==,add more unit tests,MERGED,2013-07-15T08:32:06Z,2013-07-15T12:12:18Z,2013-07-15T10:06:41Z,2013-07-15T10:06:40Z,Garonenur,https://github.com/genometools/genometools/pull/28,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NjkyOTE2NA==,Change behavior or gt_feature_node_set_source to enable resetting source value,MERGED,2013-07-15T16:02:10Z,2013-09-26T02:47:54Z,2013-07-15T19:43:43Z,2013-07-15T19:43:43Z,standage,https://github.com/genometools/genometools/pull/29,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njk0ODY0NA==,refactor and rename,MERGED,2013-07-16T09:17:43Z,2014-07-04T20:52:43Z,2013-07-16T10:35:31Z,2013-07-16T10:35:31Z,Garonenur,https://github.com/genometools/genometools/pull/30,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Njk4ODY1NA==,change Sascha Kastens' mail address,MERGED,2013-07-17T16:17:34Z,2014-06-25T04:46:29Z,2013-07-17T18:06:09Z,2013-07-17T18:06:09Z,satta,https://github.com/genometools/genometools/pull/31,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzA0NjI4Nw==,add pHMM protein domain search to TIRvish,MERGED,2013-07-19T16:23:32Z,2014-06-27T12:40:34Z,2013-07-19T22:23:19Z,2013-07-19T22:23:19Z,satta,https://github.com/genometools/genometools/pull/32,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzEzNTE4MA==,genometools.h wrapped in #ifdef __cplusplus,MERGED,2013-07-24T12:10:50Z,2013-09-25T15:38:14Z,2013-07-24T14:25:47Z,2013-07-24T14:25:47Z,gordon,https://github.com/genometools/genometools/pull/33,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzE5NzUwNQ==,fix problem with impossible events in self-trained BSSM,MERGED,2013-07-26T14:44:08Z,2013-09-25T15:38:14Z,2013-07-26T14:45:46Z,2013-07-26T14:45:46Z,gordon,https://github.com/genometools/genometools/pull/34,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzMyNzUwMg==,add extern variables to documentation,CLOSED,2013-08-01T16:22:50Z,2013-08-28T08:26:45Z,2013-08-01T17:55:07Z,,Garonenur,https://github.com/genometools/genometools/pull/38,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzMyNzY2OQ==,Bytebits,CLOSED,2013-08-01T16:28:00Z,2014-07-01T11:53:03Z,2013-08-01T17:32:16Z,,Garonenur,https://github.com/genometools/genometools/pull/39,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzMzMDE5Mg==,add extern variables to documentation,MERGED,2013-08-01T17:59:45Z,2014-08-08T09:48:35Z,2013-08-01T23:16:04Z,2013-08-01T23:16:04Z,Garonenur,https://github.com/genometools/genometools/pull/40,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzM0MjQzOA==,Implemented GtResetSourceStream class,MERGED,2013-08-02T03:30:59Z,2014-06-18T15:02:39Z,2013-08-02T08:22:09Z,2013-08-02T08:22:09Z,standage,https://github.com/genometools/genometools/pull/42,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzM0NTUyNw==,Bytebits,MERGED,2013-08-02T08:19:20Z,2013-08-02T12:40:56Z,2013-08-02T12:39:50Z,2013-08-02T12:39:50Z,Garonenur,https://github.com/genometools/genometools/pull/43,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzM4MTg0OQ==,don't test bitpackstring with array length 0,MERGED,2013-08-05T09:13:02Z,2014-07-21T02:42:27Z,2013-08-05T14:50:55Z,2013-08-05T14:50:55Z,Garonenur,https://github.com/genometools/genometools/pull/45,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzM4NzQwMw==,Replacing GtResetSourceStream with GtSetSourceVisitor,MERGED,2013-08-05T14:00:12Z,2014-06-13T01:17:25Z,2013-08-05T14:52:52Z,2013-08-05T14:52:52Z,standage,https://github.com/genometools/genometools/pull/46,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzQ0NDEwOQ==,gt_ensure,MERGED,2013-08-07T12:34:01Z,2014-06-13T13:02:28Z,2013-08-07T14:47:49Z,2013-08-07T14:47:49Z,Garonenur,https://github.com/genometools/genometools/pull/48,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzUwODIxMw==,coding style,MERGED,2013-08-09T15:46:00Z,2013-09-25T15:38:14Z,2013-08-12T07:32:42Z,2013-08-12T07:32:42Z,gordon,https://github.com/genometools/genometools/pull/50,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzYwNDA1OA==,website update,MERGED,2013-08-14T15:04:35Z,2013-09-25T15:38:15Z,2013-08-14T19:00:31Z,2013-08-14T19:00:31Z,gordon,https://github.com/genometools/genometools/pull/51,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzY3MzE1Mw==,Made gt_feature_node_try_cast part of public API,MERGED,2013-08-16T22:44:48Z,2014-06-25T04:46:44Z,2013-08-23T10:13:40Z,2013-08-23T10:13:40Z,standage,https://github.com/genometools/genometools/pull/54,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzY3MzQ0NQ==,Made GtClassAllocLock module accessible via API,CLOSED,2013-08-16T23:01:48Z,2013-08-17T22:45:47Z,2013-08-17T22:45:25Z,,standage,https://github.com/genometools/genometools/pull/55,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzgwMDE1Ng==,Implemented GtFeatureOutStream class,MERGED,2013-08-22T19:07:18Z,2013-08-23T12:47:37Z,2013-08-23T10:16:02Z,2013-08-23T10:16:02Z,standage,https://github.com/genometools/genometools/pull/57,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzgxNjUwNw==,Document undocumented API method,MERGED,2013-08-23T10:33:38Z,2013-09-25T15:38:15Z,2013-08-23T17:11:36Z,2013-08-23T17:11:36Z,gordon,https://github.com/genometools/genometools/pull/58,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0NzgxNzA2MA==,restore the old cast semantic,MERGED,2013-08-23T10:59:12Z,2014-10-28T16:27:14Z,2013-08-23T17:13:34Z,2013-08-23T17:13:34Z,gordon,https://github.com/genometools/genometools/pull/59,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg0MDkxMQ==,use $(AR) variable instead of ar,MERGED,2013-08-24T19:34:14Z,2014-07-28T16:12:48Z,2013-08-25T23:13:12Z,2013-08-25T23:13:12Z,gordon,https://github.com/genometools/genometools/pull/60,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg0NzI3Mg==,Use fixed seeds in test suite,MERGED,2013-08-26T00:13:51Z,2014-07-12T23:24:30Z,2013-08-26T10:03:09Z,2013-08-26T10:03:09Z,satta,https://github.com/genometools/genometools/pull/64,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg1MTIyNg==,remove bbm-macros dependency for manuals,MERGED,2013-08-26T08:14:54Z,2013-08-26T09:39:21Z,2013-08-26T09:33:23Z,2013-08-26T09:33:23Z,satta,https://github.com/genometools/genometools/pull/65,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg1NTM0OQ==,fix scan-build complaint,MERGED,2013-08-26T12:22:20Z,2014-07-05T00:21:50Z,2013-08-26T13:38:57Z,2013-08-26T13:38:57Z,satta,https://github.com/genometools/genometools/pull/66,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg1NzIzOQ==,"Deprecate GtFeatureStream, replace with GtFeatureInStream",MERGED,2013-08-26T13:49:10Z,2014-06-27T12:40:41Z,2013-08-27T09:11:10Z,2013-08-27T09:11:10Z,standage,https://github.com/genometools/genometools/pull/68,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg1ODAxNQ==,Windows 32-bit (MinGW),MERGED,2013-08-26T14:18:54Z,2013-09-23T12:06:27Z,2013-08-26T18:30:39Z,2013-08-26T18:30:39Z,gordon,https://github.com/genometools/genometools/pull/69,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg2OTMyOA==,src_clean,MERGED,2013-08-26T20:47:55Z,2013-09-18T20:40:45Z,2013-08-26T22:53:32Z,2013-08-26T22:53:32Z,satta,https://github.com/genometools/genometools/pull/70,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg3MzE4MQ==,use _mktemp if _mktemp_s is not available,MERGED,2013-08-26T23:09:35Z,2013-09-23T12:06:27Z,2013-08-27T07:19:15Z,2013-08-27T07:19:15Z,gordon,https://github.com/genometools/genometools/pull/71,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg4MjI4Mw==,use defined (_LP64) || defined (_WIN64) everywhere,MERGED,2013-08-27T09:41:05Z,2014-07-25T16:21:52Z,2013-08-27T12:47:56Z,2013-08-27T12:47:56Z,gordon,https://github.com/genometools/genometools/pull/73,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzg4NzMwNg==,"gt_pagesize changed type, splint fails",MERGED,2013-08-27T13:28:26Z,2014-08-03T09:36:27Z,2013-08-27T17:12:30Z,2013-08-27T17:12:30Z,Garonenur,https://github.com/genometools/genometools/pull/74,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzk1NjA5NQ==,use INT_MIN for GT_UNDEF_INT,MERGED,2013-08-29T15:11:41Z,2013-08-30T07:58:09Z,2013-08-29T17:49:14Z,2013-08-29T17:49:14Z,satta,https://github.com/genometools/genometools/pull/77,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzk3NzQ3Mw==,add FO paper to web page,MERGED,2013-08-30T07:48:27Z,2013-08-30T10:40:54Z,2013-08-30T10:37:57Z,2013-08-30T10:37:57Z,satta,https://github.com/genometools/genometools/pull/80,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzk4MjM4MQ==,Sk,MERGED,2013-08-30T12:02:51Z,2014-07-26T07:37:49Z,2013-08-30T13:44:37Z,2013-08-30T13:44:37Z,stefan-kurtz,https://github.com/genometools/genometools/pull/81,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0Nzk4MzA0MA==,update sqlite to version 3.8.0.1,MERGED,2013-08-30T12:38:33Z,2014-10-28T16:27:15Z,2013-08-30T17:01:06Z,2013-08-30T17:01:06Z,gordon,https://github.com/genometools/genometools/pull/82,genometools++genometools.csv
