repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions.1,file_name
Carol-Symbiomics,Acropora-hemprichii-genome-assembly,abdo3a,1,abdo3a,7791068,MDQ6VXNlcjc3OTEwNjg=,https://avatars.githubusercontent.com/u/7791068?v=4,,https://api.github.com/users/abdo3a,https://github.com/abdo3a,https://api.github.com/users/abdo3a/followers,https://api.github.com/users/abdo3a/following{/other_user},https://api.github.com/users/abdo3a/gists{/gist_id},https://api.github.com/users/abdo3a/starred{/owner}{/repo},https://api.github.com/users/abdo3a/subscriptions,https://api.github.com/users/abdo3a/orgs,https://api.github.com/users/abdo3a/repos,https://api.github.com/users/abdo3a/events{/privacy},https://api.github.com/users/abdo3a/received_events,User,public,False,1,Carol-Symbiomics++Acropora-hemprichii-genome-assembly.csv
castrocp,ASD-GenomicRegion,castrocp,2,castrocp,14809671,MDQ6VXNlcjE0ODA5Njcx,https://avatars.githubusercontent.com/u/14809671?v=4,,https://api.github.com/users/castrocp,https://github.com/castrocp,https://api.github.com/users/castrocp/followers,https://api.github.com/users/castrocp/following{/other_user},https://api.github.com/users/castrocp/gists{/gist_id},https://api.github.com/users/castrocp/starred{/owner}{/repo},https://api.github.com/users/castrocp/subscriptions,https://api.github.com/users/castrocp/orgs,https://api.github.com/users/castrocp/repos,https://api.github.com/users/castrocp/events{/privacy},https://api.github.com/users/castrocp/received_events,User,public,False,2,castrocp++ASD-GenomicRegion.csv
CBC-UCONN,RNA-seq-with-reference-genome-and-annotation,golden75,74,golden75,19438408,MDQ6VXNlcjE5NDM4NDA4,https://avatars.githubusercontent.com/u/19438408?v=4,,https://api.github.com/users/golden75,https://github.com/golden75,https://api.github.com/users/golden75/followers,https://api.github.com/users/golden75/following{/other_user},https://api.github.com/users/golden75/gists{/gist_id},https://api.github.com/users/golden75/starred{/owner}{/repo},https://api.github.com/users/golden75/subscriptions,https://api.github.com/users/golden75/orgs,https://api.github.com/users/golden75/repos,https://api.github.com/users/golden75/events{/privacy},https://api.github.com/users/golden75/received_events,User,public,False,74,CBC-UCONN++RNA-seq-with-reference-genome-and-annotation.csv
CBC-UCONN,RNA-seq-with-reference-genome-and-annotation,nreid,34,nreid,6201463,MDQ6VXNlcjYyMDE0NjM=,https://avatars.githubusercontent.com/u/6201463?v=4,,https://api.github.com/users/nreid,https://github.com/nreid,https://api.github.com/users/nreid/followers,https://api.github.com/users/nreid/following{/other_user},https://api.github.com/users/nreid/gists{/gist_id},https://api.github.com/users/nreid/starred{/owner}{/repo},https://api.github.com/users/nreid/subscriptions,https://api.github.com/users/nreid/orgs,https://api.github.com/users/nreid/repos,https://api.github.com/users/nreid/events{/privacy},https://api.github.com/users/nreid/received_events,User,public,False,34,CBC-UCONN++RNA-seq-with-reference-genome-and-annotation.csv
CBrigido,genome,CBrigido,1,CBrigido,32462161,MDQ6VXNlcjMyNDYyMTYx,https://avatars.githubusercontent.com/u/32462161?v=4,,https://api.github.com/users/CBrigido,https://github.com/CBrigido,https://api.github.com/users/CBrigido/followers,https://api.github.com/users/CBrigido/following{/other_user},https://api.github.com/users/CBrigido/gists{/gist_id},https://api.github.com/users/CBrigido/starred{/owner}{/repo},https://api.github.com/users/CBrigido/subscriptions,https://api.github.com/users/CBrigido/orgs,https://api.github.com/users/CBrigido/repos,https://api.github.com/users/CBrigido/events{/privacy},https://api.github.com/users/CBrigido/received_events,User,public,False,1,CBrigido++genome.csv
cdixo,Vitis-labrusca-Version-2-Genome-Annotation,cdixo,68,cdixo,114014537,U_kgDOBsu5SQ,https://avatars.githubusercontent.com/u/114014537?v=4,,https://api.github.com/users/cdixo,https://github.com/cdixo,https://api.github.com/users/cdixo/followers,https://api.github.com/users/cdixo/following{/other_user},https://api.github.com/users/cdixo/gists{/gist_id},https://api.github.com/users/cdixo/starred{/owner}{/repo},https://api.github.com/users/cdixo/subscriptions,https://api.github.com/users/cdixo/orgs,https://api.github.com/users/cdixo/repos,https://api.github.com/users/cdixo/events{/privacy},https://api.github.com/users/cdixo/received_events,User,public,False,68,cdixo++Vitis-labrusca-Version-2-Genome-Annotation.csv
CeiHau,Genomic-Annotation-Service,CeiHau,8,CeiHau,91572719,U_kgDOBXVJ7w,https://avatars.githubusercontent.com/u/91572719?v=4,,https://api.github.com/users/CeiHau,https://github.com/CeiHau,https://api.github.com/users/CeiHau/followers,https://api.github.com/users/CeiHau/following{/other_user},https://api.github.com/users/CeiHau/gists{/gist_id},https://api.github.com/users/CeiHau/starred{/owner}{/repo},https://api.github.com/users/CeiHau/subscriptions,https://api.github.com/users/CeiHau/orgs,https://api.github.com/users/CeiHau/repos,https://api.github.com/users/CeiHau/events{/privacy},https://api.github.com/users/CeiHau/received_events,User,public,False,8,CeiHau++Genomic-Annotation-Service.csv
CeiHau,Genomic-Annotation-Service,github-classroom[bot],1,github-classroom[bot],66690702,MDM6Qm90NjY2OTA3MDI=,https://avatars.githubusercontent.com/in/68187?v=4,,https://api.github.com/users/github-classroom%5Bbot%5D,https://github.com/apps/github-classroom,https://api.github.com/users/github-classroom%5Bbot%5D/followers,https://api.github.com/users/github-classroom%5Bbot%5D/following{/other_user},https://api.github.com/users/github-classroom%5Bbot%5D/gists{/gist_id},https://api.github.com/users/github-classroom%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/github-classroom%5Bbot%5D/subscriptions,https://api.github.com/users/github-classroom%5Bbot%5D/orgs,https://api.github.com/users/github-classroom%5Bbot%5D/repos,https://api.github.com/users/github-classroom%5Bbot%5D/events{/privacy},https://api.github.com/users/github-classroom%5Bbot%5D/received_events,Bot,public,False,1,CeiHau++Genomic-Annotation-Service.csv
cepdnaclk,e15-4yp-Optimizing-chloroplast-genome-assembly-and-annotation-with-skim-sequencing-data,kithmaMadhu,8,kithmaMadhu,49244603,MDQ6VXNlcjQ5MjQ0NjAz,https://avatars.githubusercontent.com/u/49244603?v=4,,https://api.github.com/users/kithmaMadhu,https://github.com/kithmaMadhu,https://api.github.com/users/kithmaMadhu/followers,https://api.github.com/users/kithmaMadhu/following{/other_user},https://api.github.com/users/kithmaMadhu/gists{/gist_id},https://api.github.com/users/kithmaMadhu/starred{/owner}{/repo},https://api.github.com/users/kithmaMadhu/subscriptions,https://api.github.com/users/kithmaMadhu/orgs,https://api.github.com/users/kithmaMadhu/repos,https://api.github.com/users/kithmaMadhu/events{/privacy},https://api.github.com/users/kithmaMadhu/received_events,User,public,False,8,cepdnaclk++e15-4yp-Optimizing-chloroplast-genome-assembly-and-annotation-with-skim-sequencing-data.csv
cepdnaclk,e15-4yp-Optimizing-chloroplast-genome-assembly-and-annotation-with-skim-sequencing-data,NuwanJ,1,NuwanJ,11540782,MDQ6VXNlcjExNTQwNzgy,https://avatars.githubusercontent.com/u/11540782?v=4,,https://api.github.com/users/NuwanJ,https://github.com/NuwanJ,https://api.github.com/users/NuwanJ/followers,https://api.github.com/users/NuwanJ/following{/other_user},https://api.github.com/users/NuwanJ/gists{/gist_id},https://api.github.com/users/NuwanJ/starred{/owner}{/repo},https://api.github.com/users/NuwanJ/subscriptions,https://api.github.com/users/NuwanJ/orgs,https://api.github.com/users/NuwanJ/repos,https://api.github.com/users/NuwanJ/events{/privacy},https://api.github.com/users/NuwanJ/received_events,User,public,False,1,cepdnaclk++e15-4yp-Optimizing-chloroplast-genome-assembly-and-annotation-with-skim-sequencing-data.csv
cepdnaclk,e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data,vaheesa,22,vaheesa,49208938,MDQ6VXNlcjQ5MjA4OTM4,https://avatars.githubusercontent.com/u/49208938?v=4,,https://api.github.com/users/vaheesa,https://github.com/vaheesa,https://api.github.com/users/vaheesa/followers,https://api.github.com/users/vaheesa/following{/other_user},https://api.github.com/users/vaheesa/gists{/gist_id},https://api.github.com/users/vaheesa/starred{/owner}{/repo},https://api.github.com/users/vaheesa/subscriptions,https://api.github.com/users/vaheesa/orgs,https://api.github.com/users/vaheesa/repos,https://api.github.com/users/vaheesa/events{/privacy},https://api.github.com/users/vaheesa/received_events,User,public,False,22,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
cepdnaclk,e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data,sathudeva7,14,sathudeva7,67930416,MDQ6VXNlcjY3OTMwNDE2,https://avatars.githubusercontent.com/u/67930416?v=4,,https://api.github.com/users/sathudeva7,https://github.com/sathudeva7,https://api.github.com/users/sathudeva7/followers,https://api.github.com/users/sathudeva7/following{/other_user},https://api.github.com/users/sathudeva7/gists{/gist_id},https://api.github.com/users/sathudeva7/starred{/owner}{/repo},https://api.github.com/users/sathudeva7/subscriptions,https://api.github.com/users/sathudeva7/orgs,https://api.github.com/users/sathudeva7/repos,https://api.github.com/users/sathudeva7/events{/privacy},https://api.github.com/users/sathudeva7/received_events,User,public,False,14,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
cepdnaclk,e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data,NuwanJ,2,NuwanJ,11540782,MDQ6VXNlcjExNTQwNzgy,https://avatars.githubusercontent.com/u/11540782?v=4,,https://api.github.com/users/NuwanJ,https://github.com/NuwanJ,https://api.github.com/users/NuwanJ/followers,https://api.github.com/users/NuwanJ/following{/other_user},https://api.github.com/users/NuwanJ/gists{/gist_id},https://api.github.com/users/NuwanJ/starred{/owner}{/repo},https://api.github.com/users/NuwanJ/subscriptions,https://api.github.com/users/NuwanJ/orgs,https://api.github.com/users/NuwanJ/repos,https://api.github.com/users/NuwanJ/events{/privacy},https://api.github.com/users/NuwanJ/received_events,User,public,False,2,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
cepdnaclk,e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data,gihanjayatilaka,1,gihanjayatilaka,18492965,MDQ6VXNlcjE4NDkyOTY1,https://avatars.githubusercontent.com/u/18492965?v=4,,https://api.github.com/users/gihanjayatilaka,https://github.com/gihanjayatilaka,https://api.github.com/users/gihanjayatilaka/followers,https://api.github.com/users/gihanjayatilaka/following{/other_user},https://api.github.com/users/gihanjayatilaka/gists{/gist_id},https://api.github.com/users/gihanjayatilaka/starred{/owner}{/repo},https://api.github.com/users/gihanjayatilaka/subscriptions,https://api.github.com/users/gihanjayatilaka/orgs,https://api.github.com/users/gihanjayatilaka/repos,https://api.github.com/users/gihanjayatilaka/events{/privacy},https://api.github.com/users/gihanjayatilaka/received_events,User,public,False,1,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
cfarkas,annotate_my_genomes,cfarkas,1328,cfarkas,7016350,MDQ6VXNlcjcwMTYzNTA=,https://avatars.githubusercontent.com/u/7016350?v=4,,https://api.github.com/users/cfarkas,https://github.com/cfarkas,https://api.github.com/users/cfarkas/followers,https://api.github.com/users/cfarkas/following{/other_user},https://api.github.com/users/cfarkas/gists{/gist_id},https://api.github.com/users/cfarkas/starred{/owner}{/repo},https://api.github.com/users/cfarkas/subscriptions,https://api.github.com/users/cfarkas/orgs,https://api.github.com/users/cfarkas/repos,https://api.github.com/users/cfarkas/events{/privacy},https://api.github.com/users/cfarkas/received_events,User,public,False,1328,cfarkas++annotate_my_genomes.csv
CGaliaCamps,Splicata_genomes,CGaliaCamps,39,CGaliaCamps,103433436,U_kgDOBipE3A,https://avatars.githubusercontent.com/u/103433436?v=4,,https://api.github.com/users/CGaliaCamps,https://github.com/CGaliaCamps,https://api.github.com/users/CGaliaCamps/followers,https://api.github.com/users/CGaliaCamps/following{/other_user},https://api.github.com/users/CGaliaCamps/gists{/gist_id},https://api.github.com/users/CGaliaCamps/starred{/owner}{/repo},https://api.github.com/users/CGaliaCamps/subscriptions,https://api.github.com/users/CGaliaCamps/orgs,https://api.github.com/users/CGaliaCamps/repos,https://api.github.com/users/CGaliaCamps/events{/privacy},https://api.github.com/users/CGaliaCamps/received_events,User,public,False,39,CGaliaCamps++Splicata_genomes.csv
changchuanjun,Genome-repeat-annotation,changchuanjun,10,changchuanjun,155738984,U_kgDOCUhjaA,https://avatars.githubusercontent.com/u/155738984?v=4,,https://api.github.com/users/changchuanjun,https://github.com/changchuanjun,https://api.github.com/users/changchuanjun/followers,https://api.github.com/users/changchuanjun/following{/other_user},https://api.github.com/users/changchuanjun/gists{/gist_id},https://api.github.com/users/changchuanjun/starred{/owner}{/repo},https://api.github.com/users/changchuanjun/subscriptions,https://api.github.com/users/changchuanjun/orgs,https://api.github.com/users/changchuanjun/repos,https://api.github.com/users/changchuanjun/events{/privacy},https://api.github.com/users/changchuanjun/received_events,User,public,False,10,changchuanjun++Genome-repeat-annotation.csv
chaturvedi-lab,Lmelissa_genome_annotation,chaturvedi-lab,2,chaturvedi-lab,10813399,MDQ6VXNlcjEwODEzMzk5,https://avatars.githubusercontent.com/u/10813399?v=4,,https://api.github.com/users/chaturvedi-lab,https://github.com/chaturvedi-lab,https://api.github.com/users/chaturvedi-lab/followers,https://api.github.com/users/chaturvedi-lab/following{/other_user},https://api.github.com/users/chaturvedi-lab/gists{/gist_id},https://api.github.com/users/chaturvedi-lab/starred{/owner}{/repo},https://api.github.com/users/chaturvedi-lab/subscriptions,https://api.github.com/users/chaturvedi-lab/orgs,https://api.github.com/users/chaturvedi-lab/repos,https://api.github.com/users/chaturvedi-lab/events{/privacy},https://api.github.com/users/chaturvedi-lab/received_events,User,public,False,2,chaturvedi-lab++Lmelissa_genome_annotation.csv
chiertu,genomics-annotation-service,chiertu,1,chiertu,22649394,MDQ6VXNlcjIyNjQ5Mzk0,https://avatars.githubusercontent.com/u/22649394?v=4,,https://api.github.com/users/chiertu,https://github.com/chiertu,https://api.github.com/users/chiertu/followers,https://api.github.com/users/chiertu/following{/other_user},https://api.github.com/users/chiertu/gists{/gist_id},https://api.github.com/users/chiertu/starred{/owner}{/repo},https://api.github.com/users/chiertu/subscriptions,https://api.github.com/users/chiertu/orgs,https://api.github.com/users/chiertu/repos,https://api.github.com/users/chiertu/events{/privacy},https://api.github.com/users/chiertu/received_events,User,public,False,1,chiertu++genomics-annotation-service.csv
chrisdimapasok,Genomic-DrugTarget-Query-Tool,chrisdimapasok,13,chrisdimapasok,64387366,MDQ6VXNlcjY0Mzg3MzY2,https://avatars.githubusercontent.com/u/64387366?v=4,,https://api.github.com/users/chrisdimapasok,https://github.com/chrisdimapasok,https://api.github.com/users/chrisdimapasok/followers,https://api.github.com/users/chrisdimapasok/following{/other_user},https://api.github.com/users/chrisdimapasok/gists{/gist_id},https://api.github.com/users/chrisdimapasok/starred{/owner}{/repo},https://api.github.com/users/chrisdimapasok/subscriptions,https://api.github.com/users/chrisdimapasok/orgs,https://api.github.com/users/chrisdimapasok/repos,https://api.github.com/users/chrisdimapasok/events{/privacy},https://api.github.com/users/chrisdimapasok/received_events,User,public,False,13,chrisdimapasok++Genomic-DrugTarget-Query-Tool.csv
chrisgaulke,prokaryote_genome_assembly_and_annotation,chrisgaulke,1,chrisgaulke,8646330,MDQ6VXNlcjg2NDYzMzA=,https://avatars.githubusercontent.com/u/8646330?v=4,,https://api.github.com/users/chrisgaulke,https://github.com/chrisgaulke,https://api.github.com/users/chrisgaulke/followers,https://api.github.com/users/chrisgaulke/following{/other_user},https://api.github.com/users/chrisgaulke/gists{/gist_id},https://api.github.com/users/chrisgaulke/starred{/owner}{/repo},https://api.github.com/users/chrisgaulke/subscriptions,https://api.github.com/users/chrisgaulke/orgs,https://api.github.com/users/chrisgaulke/repos,https://api.github.com/users/chrisgaulke/events{/privacy},https://api.github.com/users/chrisgaulke/received_events,User,public,False,1,chrisgaulke++prokaryote_genome_assembly_and_annotation.csv
christarkaa,Genome-Assembly-and-Annotation,christarkaa,9,christarkaa,88291960,MDQ6VXNlcjg4MjkxOTYw,https://avatars.githubusercontent.com/u/88291960?v=4,,https://api.github.com/users/christarkaa,https://github.com/christarkaa,https://api.github.com/users/christarkaa/followers,https://api.github.com/users/christarkaa/following{/other_user},https://api.github.com/users/christarkaa/gists{/gist_id},https://api.github.com/users/christarkaa/starred{/owner}{/repo},https://api.github.com/users/christarkaa/subscriptions,https://api.github.com/users/christarkaa/orgs,https://api.github.com/users/christarkaa/repos,https://api.github.com/users/christarkaa/events{/privacy},https://api.github.com/users/christarkaa/received_events,User,public,False,9,christarkaa++Genome-Assembly-and-Annotation.csv
churchlab,recoli_c321d_genome_annotation,glebkuznetsov,3,glebkuznetsov,233915,MDQ6VXNlcjIzMzkxNQ==,https://avatars.githubusercontent.com/u/233915?v=4,,https://api.github.com/users/glebkuznetsov,https://github.com/glebkuznetsov,https://api.github.com/users/glebkuznetsov/followers,https://api.github.com/users/glebkuznetsov/following{/other_user},https://api.github.com/users/glebkuznetsov/gists{/gist_id},https://api.github.com/users/glebkuznetsov/starred{/owner}{/repo},https://api.github.com/users/glebkuznetsov/subscriptions,https://api.github.com/users/glebkuznetsov/orgs,https://api.github.com/users/glebkuznetsov/repos,https://api.github.com/users/glebkuznetsov/events{/privacy},https://api.github.com/users/glebkuznetsov/received_events,User,public,False,3,churchlab++recoli_c321d_genome_annotation.csv
Citrus-HLB-Micro,Genome_Fungal_Culture,tania-k,64,tania-k,30222587,MDQ6VXNlcjMwMjIyNTg3,https://avatars.githubusercontent.com/u/30222587?v=4,,https://api.github.com/users/tania-k,https://github.com/tania-k,https://api.github.com/users/tania-k/followers,https://api.github.com/users/tania-k/following{/other_user},https://api.github.com/users/tania-k/gists{/gist_id},https://api.github.com/users/tania-k/starred{/owner}{/repo},https://api.github.com/users/tania-k/subscriptions,https://api.github.com/users/tania-k/orgs,https://api.github.com/users/tania-k/repos,https://api.github.com/users/tania-k/events{/privacy},https://api.github.com/users/tania-k/received_events,User,public,False,64,Citrus-HLB-Micro++Genome_Fungal_Culture.csv
Citrus-HLB-Micro,Genome_Fungal_Culture,hyphaltip,3,hyphaltip,48827,MDQ6VXNlcjQ4ODI3,https://avatars.githubusercontent.com/u/48827?v=4,,https://api.github.com/users/hyphaltip,https://github.com/hyphaltip,https://api.github.com/users/hyphaltip/followers,https://api.github.com/users/hyphaltip/following{/other_user},https://api.github.com/users/hyphaltip/gists{/gist_id},https://api.github.com/users/hyphaltip/starred{/owner}{/repo},https://api.github.com/users/hyphaltip/subscriptions,https://api.github.com/users/hyphaltip/orgs,https://api.github.com/users/hyphaltip/repos,https://api.github.com/users/hyphaltip/events{/privacy},https://api.github.com/users/hyphaltip/received_events,User,public,False,3,Citrus-HLB-Micro++Genome_Fungal_Culture.csv
cjfiscus,extract-genomic-features,cjfiscus,1,cjfiscus,6653093,MDQ6VXNlcjY2NTMwOTM=,https://avatars.githubusercontent.com/u/6653093?v=4,,https://api.github.com/users/cjfiscus,https://github.com/cjfiscus,https://api.github.com/users/cjfiscus/followers,https://api.github.com/users/cjfiscus/following{/other_user},https://api.github.com/users/cjfiscus/gists{/gist_id},https://api.github.com/users/cjfiscus/starred{/owner}{/repo},https://api.github.com/users/cjfiscus/subscriptions,https://api.github.com/users/cjfiscus/orgs,https://api.github.com/users/cjfiscus/repos,https://api.github.com/users/cjfiscus/events{/privacy},https://api.github.com/users/cjfiscus/received_events,User,public,False,1,cjfiscus++extract-genomic-features.csv
clumsyred-fox,bacterial-genome-annotation,clumsyred-fox,7,clumsyred-fox,71182383,MDQ6VXNlcjcxMTgyMzgz,https://avatars.githubusercontent.com/u/71182383?v=4,,https://api.github.com/users/clumsyred-fox,https://github.com/clumsyred-fox,https://api.github.com/users/clumsyred-fox/followers,https://api.github.com/users/clumsyred-fox/following{/other_user},https://api.github.com/users/clumsyred-fox/gists{/gist_id},https://api.github.com/users/clumsyred-fox/starred{/owner}{/repo},https://api.github.com/users/clumsyred-fox/subscriptions,https://api.github.com/users/clumsyred-fox/orgs,https://api.github.com/users/clumsyred-fox/repos,https://api.github.com/users/clumsyred-fox/events{/privacy},https://api.github.com/users/clumsyred-fox/received_events,User,public,False,7,clumsyred-fox++bacterial-genome-annotation.csv
cmdoret,Acastellanii_genome_annotation,cmdoret,48,cmdoret,22558602,MDQ6VXNlcjIyNTU4NjAy,https://avatars.githubusercontent.com/u/22558602?v=4,,https://api.github.com/users/cmdoret,https://github.com/cmdoret,https://api.github.com/users/cmdoret/followers,https://api.github.com/users/cmdoret/following{/other_user},https://api.github.com/users/cmdoret/gists{/gist_id},https://api.github.com/users/cmdoret/starred{/owner}{/repo},https://api.github.com/users/cmdoret/subscriptions,https://api.github.com/users/cmdoret/orgs,https://api.github.com/users/cmdoret/repos,https://api.github.com/users/cmdoret/events{/privacy},https://api.github.com/users/cmdoret/received_events,User,public,False,48,cmdoret++Acastellanii_genome_annotation.csv
ColauttiLab,Ap_Genome_Assembly,ColauttiLab,6,ColauttiLab,17328412,MDQ6VXNlcjE3MzI4NDEy,https://avatars.githubusercontent.com/u/17328412?v=4,,https://api.github.com/users/ColauttiLab,https://github.com/ColauttiLab,https://api.github.com/users/ColauttiLab/followers,https://api.github.com/users/ColauttiLab/following{/other_user},https://api.github.com/users/ColauttiLab/gists{/gist_id},https://api.github.com/users/ColauttiLab/starred{/owner}{/repo},https://api.github.com/users/ColauttiLab/subscriptions,https://api.github.com/users/ColauttiLab/orgs,https://api.github.com/users/ColauttiLab/repos,https://api.github.com/users/ColauttiLab/events{/privacy},https://api.github.com/users/ColauttiLab/received_events,User,public,False,6,ColauttiLab++Ap_Genome_Assembly.csv
conchoecia,genome_assembly_pipelines,conchoecia,307,conchoecia,3123273,MDQ6VXNlcjMxMjMyNzM=,https://avatars.githubusercontent.com/u/3123273?v=4,,https://api.github.com/users/conchoecia,https://github.com/conchoecia,https://api.github.com/users/conchoecia/followers,https://api.github.com/users/conchoecia/following{/other_user},https://api.github.com/users/conchoecia/gists{/gist_id},https://api.github.com/users/conchoecia/starred{/owner}{/repo},https://api.github.com/users/conchoecia/subscriptions,https://api.github.com/users/conchoecia/orgs,https://api.github.com/users/conchoecia/repos,https://api.github.com/users/conchoecia/events{/privacy},https://api.github.com/users/conchoecia/received_events,User,public,False,307,conchoecia++genome_assembly_pipelines.csv
connshaojunzhang,Genome_annotation_pipeline_general,connshaojunzhang,29,connshaojunzhang,81850060,MDQ6VXNlcjgxODUwMDYw,https://avatars.githubusercontent.com/u/81850060?v=4,,https://api.github.com/users/connshaojunzhang,https://github.com/connshaojunzhang,https://api.github.com/users/connshaojunzhang/followers,https://api.github.com/users/connshaojunzhang/following{/other_user},https://api.github.com/users/connshaojunzhang/gists{/gist_id},https://api.github.com/users/connshaojunzhang/starred{/owner}{/repo},https://api.github.com/users/connshaojunzhang/subscriptions,https://api.github.com/users/connshaojunzhang/orgs,https://api.github.com/users/connshaojunzhang/repos,https://api.github.com/users/connshaojunzhang/events{/privacy},https://api.github.com/users/connshaojunzhang/received_events,User,public,False,29,connshaojunzhang++Genome_annotation_pipeline_general.csv
cpryor7,Computational-Genomics-Team-1-Functional-Annotation,cpryor7,1,cpryor7,65250533,MDQ6VXNlcjY1MjUwNTMz,https://avatars.githubusercontent.com/u/65250533?v=4,,https://api.github.com/users/cpryor7,https://github.com/cpryor7,https://api.github.com/users/cpryor7/followers,https://api.github.com/users/cpryor7/following{/other_user},https://api.github.com/users/cpryor7/gists{/gist_id},https://api.github.com/users/cpryor7/starred{/owner}{/repo},https://api.github.com/users/cpryor7/subscriptions,https://api.github.com/users/cpryor7/orgs,https://api.github.com/users/cpryor7/repos,https://api.github.com/users/cpryor7/events{/privacy},https://api.github.com/users/cpryor7/received_events,User,public,False,1,cpryor7++Computational-Genomics-Team-1-Functional-Annotation.csv
CptChiler,snakeGenome,CptChiler,15,CptChiler,33349976,MDQ6VXNlcjMzMzQ5OTc2,https://avatars.githubusercontent.com/u/33349976?v=4,,https://api.github.com/users/CptChiler,https://github.com/CptChiler,https://api.github.com/users/CptChiler/followers,https://api.github.com/users/CptChiler/following{/other_user},https://api.github.com/users/CptChiler/gists{/gist_id},https://api.github.com/users/CptChiler/starred{/owner}{/repo},https://api.github.com/users/CptChiler/subscriptions,https://api.github.com/users/CptChiler/orgs,https://api.github.com/users/CptChiler/repos,https://api.github.com/users/CptChiler/events{/privacy},https://api.github.com/users/CptChiler/received_events,User,public,False,15,CptChiler++snakeGenome.csv
cran,refGenome,wokai,1,wokai,9555031,MDQ6VXNlcjk1NTUwMzE=,https://avatars.githubusercontent.com/u/9555031?v=4,,https://api.github.com/users/wokai,https://github.com/wokai,https://api.github.com/users/wokai/followers,https://api.github.com/users/wokai/following{/other_user},https://api.github.com/users/wokai/gists{/gist_id},https://api.github.com/users/wokai/starred{/owner}{/repo},https://api.github.com/users/wokai/subscriptions,https://api.github.com/users/wokai/orgs,https://api.github.com/users/wokai/repos,https://api.github.com/users/wokai/events{/privacy},https://api.github.com/users/wokai/received_events,User,public,False,1,cran++refGenome.csv
CristinaCH98,Week5.-Genome-annotation,CristinaCH98,57,CristinaCH98,182509543,U_kgDOCuDf5w,https://avatars.githubusercontent.com/u/182509543?v=4,,https://api.github.com/users/CristinaCH98,https://github.com/CristinaCH98,https://api.github.com/users/CristinaCH98/followers,https://api.github.com/users/CristinaCH98/following{/other_user},https://api.github.com/users/CristinaCH98/gists{/gist_id},https://api.github.com/users/CristinaCH98/starred{/owner}{/repo},https://api.github.com/users/CristinaCH98/subscriptions,https://api.github.com/users/CristinaCH98/orgs,https://api.github.com/users/CristinaCH98/repos,https://api.github.com/users/CristinaCH98/events{/privacy},https://api.github.com/users/CristinaCH98/received_events,User,public,False,57,CristinaCH98++Week5.-Genome-annotation.csv
cskipwith,Bacterial-Comparative-Genomics,cskipwith,1,cskipwith,25642916,MDQ6VXNlcjI1NjQyOTE2,https://avatars.githubusercontent.com/u/25642916?v=4,,https://api.github.com/users/cskipwith,https://github.com/cskipwith,https://api.github.com/users/cskipwith/followers,https://api.github.com/users/cskipwith/following{/other_user},https://api.github.com/users/cskipwith/gists{/gist_id},https://api.github.com/users/cskipwith/starred{/owner}{/repo},https://api.github.com/users/cskipwith/subscriptions,https://api.github.com/users/cskipwith/orgs,https://api.github.com/users/cskipwith/repos,https://api.github.com/users/cskipwith/events{/privacy},https://api.github.com/users/cskipwith/received_events,User,public,False,1,cskipwith++Bacterial-Comparative-Genomics.csv
cwood15,Genome_Cold_Annotation,cwood15,5,cwood15,72410068,MDQ6VXNlcjcyNDEwMDY4,https://avatars.githubusercontent.com/u/72410068?v=4,,https://api.github.com/users/cwood15,https://github.com/cwood15,https://api.github.com/users/cwood15/followers,https://api.github.com/users/cwood15/following{/other_user},https://api.github.com/users/cwood15/gists{/gist_id},https://api.github.com/users/cwood15/starred{/owner}{/repo},https://api.github.com/users/cwood15/subscriptions,https://api.github.com/users/cwood15/orgs,https://api.github.com/users/cwood15/repos,https://api.github.com/users/cwood15/events{/privacy},https://api.github.com/users/cwood15/received_events,User,public,False,5,cwood15++Genome_Cold_Annotation.csv
