|                            Search Query                             |                                      Repository Name                                      |                                              full_name                                               |                                                           URL                                                           |                                                                                                                                                                                           Description                                                                                                                                                                                            |   Stars |   Forks |     Language     |   Issues |      Created At      |      Updated At      |  Default Branch  |                                                                                  License                                                                                  |                                                                                                                               Topics                                                                                                                                |  Private  |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                Mapping-to-reference-genome                                |                               Ecoulembier/Mapping-to-reference-genome                                |                               https://github.com/Ecoulembier/Mapping-to-reference-genome                                |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |                  |        0 | 2024-03-28T10:06:37Z | 2024-08-23T13:14:20Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                              Genomic-Read-Mapping-Algorithms                              |                            bryanliujiang/Genomic-Read-Mapping-Algorithms                             |                            https://github.com/bryanliujiang/Genomic-Read-Mapping-Algorithms                             |             Implementation of two combinatorial pattern matching algorithms to map randomly generated reads to a randomly generated reference genome. One is the Burrows-Wheeler Transform, and the other utilizes suffix arrays. Algorithms are based from an online textbook ( https://www.bioinformaticsalgorithms.org/ ). Mixed code styling was for personal learning purposes.             |       0 |       0 |       C++        |        0 | 2021-02-05T18:38:24Z | 2021-02-05T18:53:37Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                            Reference-Genome-mapping-Pippline-                             |                          Muzzamil-malick/Reference-Genome-mapping-Pippline-                          |                          https://github.com/Muzzamil-malick/Reference-Genome-mapping-Pippline-                          |                                                        This repository contains a bash script to align paired-end FASTQ files to a reference genome using BWA and process the alignment files with SAMtools. The pipeline includes steps for aligning reads, converting SAM to BAM, sorting BAM files, and indexing the sorted BAM files.                                                        |       0 |       0 |      Shell       |        0 | 2024-07-02T10:22:13Z | 2024-07-02T10:23:30Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                     ratsnake_genomes                                      |                                  seanharrington256/ratsnake_genomes                                  |                                  https://github.com/seanharrington256/ratsnake_genomes                                  |                                                                                                                                                                       scripts for mapping & calling ratsnake genome reads                                                                                                                                                                        |       0 |       0 |      Shell       |        0 | 2024-06-10T14:09:13Z | 2024-10-21T14:34:04Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      HPV-Ref-Genomes                                      |                                       vtrevino/HPV-Ref-Genomes                                       |                                       https://github.com/vtrevino/HPV-Ref-Genomes                                       |                                                                                                                                                                          HPV representative genomes for genomic mapping                                                                                                                                                                          |       0 |       0 |                  |        0 | 2021-04-28T13:53:13Z | 2021-04-28T18:53:33Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                             Read-mapping-and-genome-assembly                              |                            mariyagolchin/Read-mapping-and-genome-assembly                            |                            https://github.com/mariyagolchin/Read-mapping-and-genome-assembly                            |                                                                                          Objective This project aims to develop proficiency in handling short-read and long-read genomic data, performing quality control, creating genome assemblies, and conducting read mapping and variant calling.                                                                                          |       0 |       0 |                  |        0 | 2023-10-14T11:21:26Z | 2023-10-14T12:36:21Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                             Read-Mapping-and-Genome-Assembly                              |                              mahroo-hm/Read-Mapping-and-Genome-Assembly                              |                              https://github.com/mahroo-hm/Read-Mapping-and-Genome-Assembly                              |                                                                                                                           This project involves aligning sequencing reads to a reference genome and assembling the whole genome of the E. coli bacterium (SRR8185316).                                                                                                                           |       0 |       0 |       HTML       |        0 | 2024-07-03T20:29:51Z | 2024-10-26T19:17:20Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                            Long-Read-Genome-Mapping-Algorithms                            |                           komalgyanani/Long-Read-Genome-Mapping-Algorithms                           |                           https://github.com/komalgyanani/Long-Read-Genome-Mapping-Algorithms                           |                                                                                                                                                                            Min-Hash and Containment algorithms in C++                                                                                                                                                                            |       0 |       0 |                  |        0 | 2018-02-14T02:09:47Z | 2018-02-14T02:09:47Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                           Mutations-mapping-to-Genomic-Regions                            |                      JoseSanchezVillicana/Mutations-mapping-to-Genomic-Regions                       |                      https://github.com/JoseSanchezVillicana/Mutations-mapping-to-Genomic-Regions                       |                                                                                                                                          Python script for mapping Mendelian diseases mutations to genomic regions given a reference annotated genome.                                                                                                                                           |       0 |       0 | Jupyter Notebook |        0 | 2024-04-11T03:17:25Z | 2024-05-14T07:38:16Z |      master      |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                               MousesORFMappingToHumanGenome                               |                             narendrameena/MousesORFMappingToHumanGenome                              |                             https://github.com/narendrameena/MousesORFMappingToHumanGenome                              |                                                                                                                                                                              mapping mouse genome over human genome                                                                                                                                                                              |       0 |       0 |        R         |        0 | 2017-11-02T02:25:58Z | 2017-11-02T06:58:38Z |    narumeena     |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                LocalGenomeMutationAnalysis                                |                                LampStrike/LocalGenomeMutationAnalysis                                |                                https://github.com/LampStrike/LocalGenomeMutationAnalysis                                |                                                                                                                                                                            Mapping the local genome of SNP mutations                                                                                                                                                                             |       0 |       0 |                  |        0 | 2018-07-05T20:50:28Z | 2018-07-05T20:50:28Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                              reference_genome_house_sparrow                               |                             sparrowgenome/reference_genome_house_sparrow                             |                             https://github.com/sparrowgenome/reference_genome_house_sparrow                             |                                                                                                                                                             quality control, assembly, validation, mapping, scaffolding, submission                                                                                                                                                              |       0 |       0 |                  |        0 | 2014-04-07T11:42:03Z | 2014-04-07T12:59:02Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                   2018_genomeProfiling                                    |                                 freddolino-lab/2018_genomeProfiling                                  |                                 https://github.com/freddolino-lab/2018_genomeProfiling                                  |                                                                                                                                  Codes for data analysis of project "High-resolution mapping of transcriptional propensity in the Escherichia coli chromosome".                                                                                                                                  |       0 |       1 |      Python      |        0 | 2018-06-15T17:31:40Z | 2019-06-18T20:51:34Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                          lotus-japonicus-gifu-genome-ril-mapping                          |                           terrymun/lotus-japonicus-gifu-genome-ril-mapping                           |                           https://github.com/terrymun/lotus-japonicus-gifu-genome-ril-mapping                           |                                                                                                                                                             Scripts used for RIL mapping in the Lotus japonicus Gifu genome assembly                                                                                                                                                             |       0 |       0 |      Python      |        0 | 2020-04-24T23:54:20Z | 2020-04-27T12:13:31Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                       genome-mapper                                       |                                       RNAcentral/genome-mapper                                       |                                       https://github.com/RNAcentral/genome-mapper                                       |                                                                                                                                                              [Archived] Code for mapping from INSDC accessions to genomic locations                                                                                                                                                              |       0 |       0 |       Perl       |        0 | 2015-01-14T13:59:04Z | 2023-01-28T20:09:17Z |      master      |     {'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}      |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                  lc_transitions_genomes                                   |                                   dbenesh82/lc_transitions_genomes                                   |                                   https://github.com/dbenesh82/lc_transitions_genomes                                   |                                                                                                                                                                  Mapping life cycle transitions among worm species with genomes                                                                                                                                                                  |       0 |       0 |        R         |        0 | 2017-10-19T15:02:47Z | 2017-10-19T15:03:51Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                   genomeSubsetAssemble                                    |                                  bensutherland/genomeSubsetAssemble                                  |                                  https://github.com/bensutherland/genomeSubsetAssemble                                  |                                                                                                                                    Used to map trimmed reads against a genome, subset for those mapping to specific contig/scaffold and prepare for assembly                                                                                                                                     |       0 |       0 |      Shell       |        0 | 2015-08-06T17:04:56Z | 2015-08-06T17:29:53Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                             Emergency_Genomics_Infrastructure                             |                              dnatimes/Emergency_Genomics_Infrastructure                              |                              https://github.com/dnatimes/Emergency_Genomics_Infrastructure                              |                                                                                                                                                        Reuse of mapping software to enable stratification of populations by genomic risk.                                                                                                                                                        |       0 |       0 |                  |        0 | 2020-06-20T01:06:17Z | 2020-06-20T01:46:21Z |      master      |                                  {'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}                                  |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                    Mapping-to-Euphydryas-editha-and-E.-aurinia-genomes                    |                    choleness/Mapping-to-Euphydryas-editha-and-E.-aurinia-genomes                     |                    https://github.com/choleness/Mapping-to-Euphydryas-editha-and-E.-aurinia-genomes                     |                                                                                                                                                                    percent mapping with blastx to aurinia and editha genomes                                                                                                                                                                     |       0 |       0 |                  |        0 | 2013-11-24T21:47:30Z | 2014-05-07T15:21:24Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |               Supplemental_Material_Mapping_the_Space_of_Genomic_Signatures               |                 rallis/Supplemental_Material_Mapping_the_Space_of_Genomic_Signatures                 |                 https://github.com/rallis/Supplemental_Material_Mapping_the_Space_of_Genomic_Signatures                 |                                                                                                                                                                     Suppl. Material for for PLoS One 10(5): e0119815 (2015)                                                                                                                                                                      |       0 |       0 |                  |        0 | 2014-12-08T21:08:28Z | 2015-11-27T04:33:10Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                        Reference_guided_mapping_SARS-CoV-2_Genome                         |                        JuanFinello/Reference_guided_mapping_SARS-CoV-2_Genome                        |                        https://github.com/JuanFinello/Reference_guided_mapping_SARS-CoV-2_Genome                        |                                                                                                                          The following script describes the processing of a SARS-CoV-2 genome, from a Fastq file to genome assembly using mapping against a reference.                                                                                                                           |       0 |       1 |       HTML       |        0 | 2023-06-21T19:05:35Z | 2023-06-22T19:38:50Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                        Team-31-Read-Mapping-to-Genomes-using-STAR                         |                      Lily-McCalmont/Team-31-Read-Mapping-to-Genomes-using-STAR                       |                      https://github.com/Lily-McCalmont/Team-31-Read-Mapping-to-Genomes-using-STAR                       |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |                  |        0 | 2023-12-02T00:15:51Z | 2023-12-10T08:43:42Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                       CustomGenome                                        |                                         mtekman/CustomGenome                                         |                                         https://github.com/mtekman/CustomGenome                                         |                                                                                                                                              A package to append custom FASTA sequences to your genome and annotation files for downstream mapping.                                                                                                                                              |       0 |       0 |        R         |        0 | 2023-10-20T19:51:00Z | 2024-05-31T09:44:25Z |       main       |   {'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |               Mapping-of-transcriptome-data-to-genome-scale-model-reactions               |                Sookie-S/Mapping-of-transcriptome-data-to-genome-scale-model-reactions                |                https://github.com/Sookie-S/Mapping-of-transcriptome-data-to-genome-scale-model-reactions                |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |      Python      |        0 | 2023-05-31T15:04:45Z | 2024-05-02T17:21:56Z |       main       |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |              Human-Genome-Mapping-for-Analysis-and-Early-Diagnosis-A-Concept              |            ManasaKaushik/Human-Genome-Mapping-for-Analysis-and-Early-Diagnosis-A-Concept             |            https://github.com/ManasaKaushik/Human-Genome-Mapping-for-Analysis-and-Early-Diagnosis-A-Concept             |                                                            The paper was presented at the RISE Annual Conference 2017. It proposes a novel approach in mapping the chromosome X of the human gene using hierarchical bayesian networks to detect the presence of anomalies at a young zygote stage to prevent birthing with diseases.                                                            |       0 |       0 |                  |        0 | 2020-04-19T18:26:33Z | 2020-09-17T02:47:18Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                       Task_genomics                                       |                                       amanygamel/Task_genomics                                       |                                       https://github.com/amanygamel/Task_genomics                                       |                                                                                                                                      TASC is divided into two parts, single read or double read. It is an Elurarin Path mapping reads into reference genome                                                                                                                                      |       0 |       0 | Jupyter Notebook |        0 | 2023-06-21T22:07:29Z | 2023-06-21T22:08:55Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |      Genomic-Mapping-of-Goat-Populations-Worldwide-Data-Processing-and-PCA-Analysis-      |     FataFatalina/Genomic-Mapping-of-Goat-Populations-Worldwide-Data-Processing-and-PCA-Analysis-     |     https://github.com/FataFatalina/Genomic-Mapping-of-Goat-Populations-Worldwide-Data-Processing-and-PCA-Analysis-     |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 | Jupyter Notebook |        0 | 2024-08-06T23:49:34Z | 2024-11-13T20:27:58Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |             Genome-wide-mapping-of-protein-DNA-damage-interaction-by-PADD-seq             |            yongchangzhu/Genome-wide-mapping-of-protein-DNA-damage-interaction-by-PADD-seq            |            https://github.com/yongchangzhu/Genome-wide-mapping-of-protein-DNA-damage-interaction-by-PADD-seq            |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |      Shell       |        0 | 2024-05-08T06:39:04Z | 2024-05-08T06:40:31Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                   Strip_readsGenome_SAM                                   |                                    rufessor/Strip_readsGenome_SAM                                    |                                    https://github.com/rufessor/Strip_readsGenome_SAM                                    |                                                                                                                                                    Removes reads mapping to a genome with a prefix to [0-9XY]|[MT] as its designation e.g. M1                                                                                                                                                    |       0 |       0 |       Perl       |        0 | 2015-05-10T22:25:57Z | 2015-05-10T22:27:23Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                        G4GenomeMAP                                        |                                     KangkangSong123/G4GenomeMAP                                      |                                     https://github.com/KangkangSong123/G4GenomeMAP                                      |                                                                                                                                   The sequence mapping and calculation of G-quadruplex in each genome feature region of the genome-wide and  stress condition.                                                                                                                                   |       0 |       0 |                  |        0 | 2024-04-08T20:53:57Z | 2024-04-08T20:53:57Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                       functional-annotation-genomic-proteomic-data                        |                       hackbio-ca/functional-annotation-genomic-proteomic-data                        |                       https://github.com/hackbio-ca/functional-annotation-genomic-proteomic-data                        |                                                                                                                           A tool for comprehensive functional annotation of genes and proteins using sequence similarity, domain identification, and pathway mapping.                                                                                                                            |       0 |       0 |      Python      |        0 | 2024-09-27T16:47:59Z | 2024-09-29T16:46:45Z |       main       |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                    Callaeidae_genomics                                    |                                     ndussex/Callaeidae_genomics                                      |                                     https://github.com/ndussex/Callaeidae_genomics                                      |                                                                                                  Mapping scripts from Dussex et al. 2019: Complete genomes of two extinct New Zealand passerines show responses to climate fluctuations but no evidence for genomic erosion prior to extinction                                                                                                  |       0 |       0 |      Shell       |        0 | 2022-04-20T07:09:47Z | 2022-04-20T07:20:40Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                bacterial_viral_genome_and_pathway_annotation_configuration                |                tbrunetti/bacterial_viral_genome_and_pathway_annotation_configuration                 |                https://github.com/tbrunetti/bacterial_viral_genome_and_pathway_annotation_configuration                 |                                                                       Contains instructions and code to help generate annotation files and maps for use with alignment and read counting algorithms.  Additionally, there are instuctions and code for mapping annotations  to KEGG/GO mapping terms for pathway analysis                                                                        |       0 |       0 |                  |        0 | 2023-03-01T22:43:57Z | 2023-03-01T22:43:57Z |       main       |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                  Hadoop_Genomic_Analysis                                  |                                    mfq426/Hadoop_Genomic_Analysis                                    |                                    https://github.com/mfq426/Hadoop_Genomic_Analysis                                    |                                                                                                This is a Hadoop version genome analysis tool on HiC data with the purpose of mapping HiC intra interactions to genes, then obtaining a gene-gene interaction network and enabling further study.                                                                                                 |       0 |       0 |       Java       |        0 | 2015-01-20T04:10:12Z | 2015-01-20T04:17:49Z |      master      |     {'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}      |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                   Spark_Genome_Analysis                                   |                                     mfq426/Spark_Genome_Analysis                                     |                                     https://github.com/mfq426/Spark_Genome_Analysis                                     |                                                                                                 This is a Spark version genome analysis tool on HiC data with the purpose of mapping HiC intra interactions to genes, then obtaining a gene-gene interaction network and enabling further study.                                                                                                 |       0 |       0 |       Java       |        0 | 2015-01-19T18:39:26Z | 2015-01-20T03:43:01Z |      master      |     {'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}      |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                   glossina_genome_stuff                                   |                                 CacconeLabYale/glossina_genome_stuff                                 |                                 https://github.com/CacconeLabYale/glossina_genome_stuff                                 |                                                                                             Little things generated from necessity like chromosome name re-mappings and such that would be good to keep track of in a form that facilitates access from python etc on diff machines/hpc environments                                                                                             |       0 |       0 |                  |        0 | 2014-12-03T21:28:20Z | 2014-12-03T21:28:20Z |      master      |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                 ComparingReferenceGenomes                                 |                                 DohertyLab/ComparingReferenceGenomes                                 |                                 https://github.com/DohertyLab/ComparingReferenceGenomes                                 |                                                Scripts associated with Slabaugh et al, Analysis of differential gene expression and alternative splicing is significantly influenced by choice of mapping genome.  Tools for identifying syntenic genes, comparing differentially expressed genes, and differential usage of transcript isoforms.                                                |       0 |       0 |        R         |        0 | 2017-08-20T19:57:57Z | 2017-08-20T20:10:13Z |      master      |   {'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                    NGS-Genome-Wide-Analysis-Workflow-for-ChIP-Seq-Data                    |                   chingyaousf/NGS-Genome-Wide-Analysis-Workflow-for-ChIP-Seq-Data                    |                   https://github.com/chingyaousf/NGS-Genome-Wide-Analysis-Workflow-for-ChIP-Seq-Data                    |                                                                                                                                    Perform a complete analysis workflow including quality check (FastQC), read mapping (Bowtie2), peak-calling(MACS2) by HPC.                                                                                                                                    |       0 |       0 |      Shell       |        0 | 2023-08-09T19:39:51Z | 2023-08-11T21:19:16Z |       main       | {'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='} |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} | Developpement-d-une-solution-de-mapping-de-donnees-de-sequencage-haut-debit-sur-un-genome | Quentinohn/Developpement-d-une-solution-de-mapping-de-donnees-de-sequencage-haut-debit-sur-un-genome | https://github.com/Quentinohn/Developpement-d-une-solution-de-mapping-de-donnees-de-sequencage-haut-debit-sur-un-genome |                       L’objectif est de développer une stratégie de « mapping » de séquences génomiques courtes, appelées “reads”, sur un génome de référence donné. Les reads sont obtenus par une technique de séquençage haut-débit. Ces reads peuvent comporter des erreurs de séquençage ou des variations biologiques naturelles par rapport au génome de référence.                       |       0 |       0 | Jupyter Notebook |        0 | 2022-11-07T09:35:00Z | 2022-12-17T00:27:18Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                  Python-Genome-Assembler                                  |                                   shliamin/Python-Genome-Assembler                                   |                                   https://github.com/shliamin/Python-Genome-Assembler                                   |                                                      This repository contains a Python-based genome assembler designed to perform k-mer spectrum-based error correction and generate SAM files for visualizing genome mappings. It supports genomic data analysis with a focus on identifying mutations relevant to antibiotic resistance.                                                       |       0 |       0 |      Python      |        0 | 2024-05-05T12:33:21Z | 2024-06-18T00:47:03Z |      master      |                                                                                                                                                                           |                                                              ['antibiotic-resistance', 'bioinformatics', 'data-analysis', 'genome-assembly', 'genomics', 'mutation-detection', 'python', 'sam-files']                                                               |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                        map_genome                                         |                                        Thomas432h/map_genome                                         |                                        https://github.com/Thomas432h/map_genome                                         |                                  Implémentation en C++ d'un programme de mapping de séquences génomiques pour aligner les reads sur un génome de référence, gérant les variations et les erreurs de séquençage. Le projet inclut des outils de manipulation de fichiers FASTA/FASTQ et une optimisation des structures de données pour l'indexation des k-mers.                                  |       0 |       0 |                  |        0 | 2024-04-13T13:29:07Z | 2024-04-17T11:07:32Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 3} |                                      Genomic-Library                                      |                                     benniegeorge/Genomic-Library                                     |                                     https://github.com/benniegeorge/Genomic-Library                                     |                  A genomic library is a collection of DNA covering the entire genome of an organism. The genomic library contains all DNA sequences such as expressed genes, non-expressed genes, exons and introns, promoter and terminator regions, intervening DNA sequences etc. It is commonly used for genome mapping, sequencing, particular gene’s studying and so on.                   |       0 |       0 |                  |        0 | 2018-04-04T08:15:24Z | 2018-04-04T08:15:24Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 4} |                         Wrangling_raw_mitochondrial_genomic_data                          |                         fabricioA14/Wrangling_raw_mitochondrial_genomic_data                         |                         https://github.com/fabricioA14/Wrangling_raw_mitochondrial_genomic_data                         |                                                                                    Using the NextSeq 2000 platform, a custom script was created to resolve merged sample issues by uncompressing files, integrating a mapping file, searching headers, and generating separate .fastq files for each sample.                                                                                     |       0 |       0 |      Shell       |        0 | 2024-06-18T19:38:02Z | 2024-07-05T20:40:50Z |       main       |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 4} |                        Genome-Database-Design-Creation-and-Testing                        |                         truongc2/Genome-Database-Design-Creation-and-Testing                         |                         https://github.com/truongc2/Genome-Database-Design-Creation-and-Testing                         |                                                                                              Conceptual modeling (EER), mapping from the conceptual model to a relational database design, normalizing a database, creating a database in Oracle Database, and developing a suite of test queries.                                                                                               |       0 |       0 |                  |        0 | 2018-05-21T18:12:05Z | 2018-05-21T18:22:12Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
